Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Texas,US,2020-09-21 04:30:33,31.0545,-97.5635,713007,15088,609210.0,88709.0,48.0,2458.994089539821,5593488.0,,2.1161082570016845,84000048,USA,19290.629589768283,
Utah,US,2020-09-21 04:30:33,40.15,-111.8624,63772,440,51410.0,11922.0,49.0,1989.1714114782544,758165.0,,0.6899579752869598,84000049,USA,23648.625465461493,
Vermont,US,2020-09-21 04:30:33,44.0459,-72.7107,1715,58,1548.0,109.0,50.0,274.8445886065299,155895.0,,3.3819241982507284,84000050,USA,24983.613493186578,
Virginia,US,2020-09-21 04:30:33,37.7693,-78.17,140511,3015,16880.0,120502.0,51.0,1644.8326106473432,1882028.0,,2.146087823640443,84000051,USA,22049.368058345368,
Washington,US,2020-09-21 04:30:33,47.4009,-121.4905,82548,2037,,80511.0,53.0,1084.033616756007,1723040.0,,2.4676551824393083,84000053,USA,22627.238491729302,
West Virginia,US,2020-09-21 04:30:33,38.4912,-80.9545,14062,314,10227.0,3521.0,54.0,784.6454559810104,514304.0,,2.2329682833167404,84000054,USA,28697.645896235077,
Wisconsin,US,2020-09-21 04:30:33,44.2685,-89.6165,101227,1242,85824.0,14161.0,55.0,1738.5684406212247,1439394.0,,1.2269453801851284,84000055,USA,24721.51680894966,
Wyoming,US,2020-09-21 04:30:33,42.756,-107.3025,4872,49,4111.0,712.0,56.0,841.8011642151569,92431.0,,1.0057471264367817,84000056,USA,15970.550781931684,
Alabama,US,2020-09-22 04:30:33,32.3182,-86.9023,145780,2439,61232.0,82109.0,1.0,2973.169480653901,1059517.0,,1.6730690080943889,84000001,USA,21608.75023071738,
Alaska,US,2020-09-22 04:30:33,61.3707,-152.4044,6892,45,2439.0,4408.0,2.0,942.11565932376,428645.0,,0.652930934416715,84000002,USA,58594.48154248885,
Arizona,US,2020-09-22 04:30:33,33.7298,-111.4312,214251,5478,33946.0,174827.0,4.0,2943.5269979585687,1390962.0,,2.5568142039010318,84000004,USA,19109.9887521386,
Arkansas,US,2020-09-22 04:30:33,34.9697,-92.3731,76364,1197,66934.0,8233.0,5.0,2530.4492935922945,891524.0,,1.5674925357498295,84000005,USA,29542.143890060455,
California,US,2020-09-22 04:30:33,36.1162,-119.6816,790096,15056,,775040.0,6.0,1999.6242681663346,13672782.0,,1.9055912192948703,84000006,USA,34603.93002944937,
Colorado,US,2020-09-22 04:30:33,39.0598,-105.3111,65399,2018,6291.0,57070.0,8.0,1135.3012188785872,1208425.0,,3.086618027195277,84000008,USA,20984.205561776056,
Connecticut,US,2020-09-22 04:30:33,41.5978,-72.7554,56024,4495,9204.0,42325.0,9.0,1571.374197925721,1467766.0,,8.023347136941311,84000009,USA,41168.24255663008,
Delaware,US,2020-09-22 04:30:33,39.3185,-75.5071,19667,627,10376.0,8664.0,10.0,2019.6885487654085,273213.0,,3.188081557939696,84000010,USA,28057.414322156088,
Florida,US,2020-09-22 04:30:33,27.7663,-81.6868,685439,13317,,672122.0,12.0,3191.393022458558,5113260.0,,1.942842470300056,84000012,USA,23807.256788738963,
Georgia,US,2020-09-22 04:30:33,33.0406,-83.6431,307339,6604,,300735.0,13.0,2894.6666248486104,2770863.0,,2.148767322077576,84000013,USA,26097.32135566229,
Hawaii,US,2020-09-22 04:30:33,21.0943,-157.4983,11459,120,4759.0,6580.0,15.0,809.3245717126973,281418.0,,1.0472117985862641,84000015,USA,19875.949238349232,
Idaho,US,2020-09-22 04:30:33,44.2405,-114.4788,37901,447,20304.0,17150.0,16.0,2120.851787707778,289163.0,,1.1793884066383469,84000016,USA,16180.888775730042,
Illinois,US,2020-09-22 04:30:33,40.3495,-88.9861,277920,8693,,269227.0,17.0,2193.212798697204,5145585.0,,3.1278785261945883,84000017,USA,40606.51582751997,
Indiana,US,2020-09-22 04:30:33,39.8494,-86.2583,112027,3512,88173.0,20342.0,18.0,1664.042717564595,1308645.0,,3.1349585367813115,84000018,USA,19438.538764113287,
Iowa,US,2020-09-22 04:30:33,42.0115,-93.2105,81007,1284,57942.0,21781.0,19.0,2567.518311796569,721595.0,,1.5850482057106177,84000019,USA,22870.96641278957,
Kansas,US,2020-09-22 04:30:33,38.5266,-96.7265,53627,601,1970.0,51056.0,20.0,1840.7559226365568,484691.0,,1.1207041229231545,84000020,USA,16637.101253074678,
Kentucky,US,2020-09-22 04:30:33,37.6681,-84.6701,61917,1112,11283.0,49522.0,21.0,1385.8892537569336,1058483.0,,1.7959526462845423,84000021,USA,23692.04281512993,
Louisiana,US,2020-09-22 04:30:33,31.1695,-91.8678,161462,5377,145570.0,10515.0,22.0,3473.2018669788336,2185792.0,,3.3301953400800186,84000022,USA,47018.47403864314,
Maine,US,2020-09-22 04:30:33,44.6939,-69.3819,5106,140,4384.0,582.0,23.0,379.85079734446646,375392.0,,2.7418723070896984,84000023,USA,27926.547300574613,
Maryland,US,2020-09-22 04:30:33,39.0639,-76.8021,120568,3883,7378.0,109307.0,24.0,1994.2835214566435,1537629.0,,3.220589211067613,84000024,USA,25433.51616360773,
Massachusetts,US,2020-09-22 04:30:33,42.2302,-71.5301,127796,9317,109397.0,9082.0,25.0,1854.130495119117,3436161.0,,7.290525525055558,84000025,USA,49853.6018047435,
Michigan,US,2020-09-22 04:30:33,43.3266,-84.5361,129662,6981,90216.0,32465.0,26.0,1298.3263903748698,3370667.0,,5.383998395829157,84000026,USA,33751.02897738498,
Minnesota,US,2020-09-22 04:30:33,45.6945,-93.9002,90942,2021,82174.0,6747.0,27.0,1612.5520246711133,1855308.0,,2.222295529018495,84000027,USA,32897.67843008196,
Mississippi,US,2020-09-22 04:30:33,32.7416,-89.6787,93556,2810,85327.0,5419.0,28.0,3143.5254081700878,706906.0,,3.0035486767283768,84000028,USA,23752.372613064737,
Missouri,US,2020-09-22 04:30:33,38.4561,-92.2884,115537,1838,,113699.0,29.0,1882.4986623060995,1219559.0,,1.5908323740446784,84000029,USA,19870.848179400236,
Montana,US,2020-09-22 04:30:33,46.9219,-110.4544,10429,160,7876.0,2393.0,30.0,975.7873010110612,311262.0,,1.5341835267043815,84000030,USA,29123.166831652597,
Nebraska,US,2020-09-22 04:30:33,41.1254,-98.2681,41388,452,30509.0,10427.0,31.0,2139.5693152633776,425816.0,,1.0921039914951194,84000031,USA,22012.729475891334,
Nevada,US,2020-09-22 04:30:33,38.3135,-117.0554,76036,1531,2026.0,72479.0,32.0,2468.576266916351,666792.0,,2.013519911620812,84000032,USA,21647.994452229043,
New Hampshire,US,2020-09-22 04:30:33,43.4525,-71.5639,7952,438,7201.0,313.0,33.0,584.830158761678,401689.0,,5.50804828973843,84000033,USA,29542.233606994432,
New Jersey,US,2020-09-22 04:30:33,40.2989,-74.521,200154,16069,34672.0,149413.0,34.0,2253.430741742746,3353183.0,,8.028318194989858,84000034,USA,37751.759419692666,
New Mexico,US,2020-09-22 04:30:33,34.8405,-106.2485,27683,851,15412.0,11420.0,35.0,1320.2316450220785,862899.0,,3.0740887909547374,84000035,USA,41152.568950543886,
New York,US,2020-09-22 04:30:33,42.1657,-74.9481,450473,33092,76218.0,341163.0,36.0,2315.632598062637,9980765.0,,7.346056256423802,84000036,USA,51305.59387044871,
North Carolina,US,2020-09-22 04:30:33,35.6301,-79.8064,194355,3247,176422.0,14686.0,37.0,1853.103007184153,2817539.0,,1.6706542152247177,84000037,USA,26864.191781835463,
North Dakota,US,2020-09-22 04:30:33,47.5289,-99.78399999999999,18244,193,14841.0,3210.0,38.0,2394.0309318664363,565843.0,,1.0578820434115326,84000038,USA,74251.57008222428,
Ohio,US,2020-09-22 04:30:33,40.3888,-82.7649,145165,4623,123423.0,17119.0,39.0,1241.8834640819225,2856161.0,,3.1846519477835566,84000039,USA,24434.39614683765,
Oklahoma,US,2020-09-22 04:30:33,35.5653,-96.9289,77908,948,64941.0,12019.0,40.0,1968.8797314915882,1073605.0,,1.216819838784207,84000040,USA,27131.99060594581,
Oregon,US,2020-09-22 04:30:33,44.571999999999996,-122.0709,30995,529,5431.0,25035.0,41.0,734.872752853011,638798.0,,1.7067268914341025,84000041,USA,15145.515237199475,
Pennsylvania,US,2020-09-22 04:30:33,40.5908,-77.2098,155693,7985,123665.0,24043.0,42.0,1216.1625822362446,1917993.0,,5.12868272818945,84000042,USA,14981.992251360314,
Rhode Island,US,2020-09-22 04:30:33,41.6809,-71.5118,23932,1097,2268.0,20567.0,44.0,2259.097701350153,690281.0,,4.583820825672738,84000044,USA,65160.12954979464,
South Carolina,US,2020-09-22 04:30:33,33.8569,-80.945,138124,3212,51431.0,83481.0,45.0,2682.6893084370195,1144118.0,,2.325446700066607,84000045,USA,22221.43238097902,
South Dakota,US,2020-09-22 04:30:33,44.2998,-99.4388,18869,202,15777.0,2890.0,46.0,2132.9122294579042,177023.0,,1.0705389792781812,84000046,USA,20010.30905693606,
Tennessee,US,2020-09-22 04:30:33,35.7478,-86.6923,184409,2233,166674.0,15502.0,47.0,2700.3119264496704,2679406.0,,1.2108953467563948,84000047,USA,39234.70100483602,
Texas,US,2020-09-22 04:30:33,31.0545,-97.5635,734778,15127,611856.0,107795.0,48.0,2534.077167719098,5622498.0,,2.0587170546750166,84000048,USA,19390.678282891284,
Utah,US,2020-09-22 04:30:33,40.15,-111.8624,64394,441,51660.0,12293.0,49.0,2008.5727885393385,762051.0,,0.6848464142621984,84000049,USA,23769.83728420647,
Vermont,US,2020-09-22 04:30:33,44.0459,-72.7107,1719,58,1557.0,104.0,50.0,275.4856255478863,156739.0,,3.3740546829552067,84000050,USA,25118.87228781277,
Virginia,US,2020-09-22 04:30:33,37.7693,-78.17,141138,3021,16903.0,121100.0,51.0,1652.1783854033954,1898637.0,,2.1408007261278383,84000051,USA,22243.954937010854,
Washington,US,2020-09-22 04:30:33,47.4009,-121.4905,82730,2049,,80681.0,53.0,1086.4236700371232,1736556.0,,2.4767315363229785,84000053,USA,22804.732778254398,
West Virginia,US,2020-09-22 04:30:33,38.4912,-80.9545,14181,315,10317.0,3549.0,54.0,791.2855362869229,519516.0,,2.221281997038291,84000054,USA,28988.47025383521,
Wisconsin,US,2020-09-22 04:30:33,44.2685,-89.6165,102498,1244,86822.0,14432.0,55.0,1760.3977992708892,1446215.0,,1.2136822181896232,84000055,USA,24838.667127871264,
Wyoming,US,2020-09-22 04:30:33,42.756,-107.3025,4944,49,4172.0,723.0,56.0,854.241575508977,94131.0,,0.9911003236245954,84000056,USA,16264.282715257994,
Alabama,US,2020-09-23 04:30:25,32.3182,-86.9023,146584,2457,61232.0,82895.0,1.0,2989.566985541031,1065553.0,,1.67617202423184,84000001,USA,21731.85388681031,
Alaska,US,2020-09-23 04:30:25,61.3707,-152.4044,6936,45,2668.0,4223.0,2.0,948.1303269108532,431191.0,,0.6487889273356401,84000002,USA,58942.51208059656,
Arizona,US,2020-09-23 04:30:25,33.7298,-111.4312,214846,5498,34053.0,175295.0,4.0,2951.7015155280797,1400654.0,,2.5590422907571004,84000004,USA,19243.144087069188,
Arkansas,US,2020-09-23 04:30:25,34.9697,-92.3731,76981,1209,69184.0,6588.0,5.0,2550.8946240378764,897997.0,,1.5705174003975009,84000005,USA,29756.637608008998,
California,US,2020-09-23 04:30:25,36.1162,-119.6816,793065,15189,,777876.0,6.0,2007.1383986671674,13804055.0,,1.915227629513344,84000006,USA,34936.16393084236,
Colorado,US,2020-09-23 04:30:25,39.0598,-105.3111,66053,2025,6306.0,57702.0,8.0,1146.6578777009402,1219137.0,,3.0666484939348506,84000008,USA,21170.218603526886,
Connecticut,US,2020-09-23 04:30:25,41.5978,-72.7554,56160,4496,9204.0,42460.0,9.0,1575.1887575951114,1479824.0,,8.005698005698006,84000009,USA,41506.448148494084,
Delaware,US,2020-09-23 04:30:25,39.3185,-75.5071,19761,628,10411.0,8722.0,10.0,2029.3418117736944,274837.0,,3.1779768230352716,84000010,USA,28224.18984476732,
Florida,US,2020-09-23 04:30:25,27.7663,-81.6868,687909,13416,,674493.0,12.0,3202.893302958314,5132342.0,,1.9502579556307595,84000012,USA,23896.102275579593,
Georgia,US,2020-09-23 04:30:25,33.0406,-83.6431,308294,6673,,301621.0,13.0,2903.661274491937,2783427.0,,2.164492335238441,84000013,USA,26215.655154739525,
Hawaii,US,2020-09-23 04:30:25,21.0943,-157.4983,11522,120,4888.0,6514.0,15.0,813.7741264747093,282580.0,,1.0414858531504947,84000015,USA,19958.01880395968,
Idaho,US,2020-09-23 04:30:25,44.2405,-114.4788,38347,451,20485.0,17411.0,16.0,2145.80891014037,290911.0,,1.1761024330456098,84000016,USA,16278.702789210241,
Illinois,US,2020-09-23 04:30:25,40.3495,-88.9861,279453,8722,,270731.0,17.0,2205.3105074637656,5187414.0,,3.121097286484668,84000017,USA,40936.610452436165,
Indiana,US,2020-09-23 04:30:25,39.8494,-86.2583,112626,3520,89072.0,20034.0,18.0,1672.9402296627607,1315440.0,,3.1253884538206096,84000018,USA,19539.47130953405,
Iowa,US,2020-09-23 04:30:25,42.0115,-93.2105,81618,1293,59216.0,21109.0,19.0,2586.883967709116,725082.0,,1.5842093655811218,84000019,USA,22981.48694006789,
Kansas,US,2020-09-23 04:30:25,38.5266,-96.7265,54000,614,1970.0,51416.0,20.0,1853.5592112625006,484691.0,,1.137037037037037,84000020,USA,16637.101253074678,
Kentucky,US,2020-09-23 04:30:25,37.6681,-84.6701,62731,1119,11361.0,50251.0,21.0,1404.1090294656753,1068466.0,,1.7838070491463551,84000021,USA,23915.49247225569,
Louisiana,US,2020-09-23 04:30:25,31.1695,-91.8678,162214,5388,145570.0,11256.0,22.0,3489.3781053752864,2206974.0,,3.3215382149506207,84000022,USA,47474.11909411344,
Maine,US,2020-09-23 04:30:25,44.6939,-69.3819,5146,140,4407.0,599.0,23.0,382.8265184360801,375432.0,,2.7205596579867857,84000023,USA,27929.523021666224,
Maryland,US,2020-09-23 04:30:25,39.0639,-76.8021,120912,3895,7394.0,109623.0,24.0,1999.9735348215586,1544014.0,,3.221351065237528,84000024,USA,25539.128766325703,
Massachusetts,US,2020-09-23 04:30:25,42.2302,-71.5301,127969,9328,109397.0,9244.0,25.0,1856.64046863672,3476679.0,,7.289265368956545,84000025,USA,50441.457914490566,
Michigan,US,2020-09-23 04:30:25,43.3266,-84.5361,130357,6997,90216.0,33144.0,26.0,1305.2855367809912,3390878.0,,5.367567526101398,84000026,USA,33953.40496013911,
Minnesota,US,2020-09-23 04:30:25,45.6945,-93.9002,91422,2031,82833.0,6558.0,27.0,1621.0632183092798,1863694.0,,2.2215659250508635,84000027,USA,33046.37607560209,
Mississippi,US,2020-09-23 04:30:25,32.7416,-89.6787,94021,2846,85327.0,5848.0,28.0,3159.149625909187,712501.0,,3.0269833335105987,84000028,USA,23940.36723295776,
Missouri,US,2020-09-23 04:30:25,38.4561,-92.2884,116612,1867,,114745.0,29.0,1900.014142732102,1241749.0,,1.601035913971118,84000029,USA,20232.40028233325,
Montana,US,2020-09-23 04:30:25,46.9219,-110.4544,10700,163,7937.0,2600.0,30.0,1001.1433618581219,314009.0,,1.5233644859813085,84000030,USA,29380.189337729633,
Nebraska,US,2020-09-23 04:30:25,41.1254,-98.2681,41785,461,31047.0,10277.0,31.0,2160.092390023201,428046.0,,1.1032667225080772,84000031,USA,22128.010223282785,
Nevada,US,2020-09-23 04:30:25,38.3135,-117.0554,76298,1546,2052.0,72700.0,32.0,2477.082329596293,669074.0,,2.0262654329078087,84000032,USA,21722.081608853576,
New Hampshire,US,2020-09-23 04:30:25,43.4525,-71.5639,7990,438,7259.0,293.0,33.0,587.6248702849356,410466.0,,5.481852315394243,84000033,USA,30187.738423826828,
New Jersey,US,2020-09-23 04:30:25,40.2989,-74.521,200580,16076,34697.0,149807.0,34.0,2258.2268562145146,3397649.0,,8.014757204108086,84000034,USA,38252.379199274044,
New Mexico,US,2020-09-23 04:30:25,34.8405,-106.2485,27790,854,15518.0,11418.0,35.0,1325.334588562062,866683.0,,3.0730478589420653,84000035,USA,41333.031925827054,
New York,US,2020-09-23 04:30:25,42.1657,-74.9481,451227,33090,76246.0,341891.0,36.0,2319.508495128476,10064762.0,,7.333337765692213,84000036,USA,51737.37600020892,
North Carolina,US,2020-09-23 04:30:25,35.6301,-79.8064,195548,3286,176422.0,15840.0,37.0,1864.477820734464,2824929.0,,1.6804058338617631,84000037,USA,26934.65269728961,
North Dakota,US,2020-09-23 04:30:25,47.5289,-99.78399999999999,18508,196,15220.0,3092.0,38.0,2428.6737824481474,568540.0,,1.059001512859304,84000038,USA,74605.47829441699,
Ohio,US,2020-09-23 04:30:25,40.3888,-82.7649,145850,4635,124774.0,16441.0,39.0,1247.7436244022208,2888787.0,,3.1779225231402126,84000039,USA,24713.510877655248,
Oklahoma,US,2020-09-23 04:30:25,35.5653,-96.9289,79072,962,65482.0,12628.0,40.0,1998.296171490769,1101839.0,,1.2166127074059083,84000040,USA,27845.51617891564,
Oregon,US,2020-09-23 04:30:25,44.571999999999996,-122.0709,31313,532,5431.0,25350.0,41.0,742.412341025531,642581.0,,1.6989748666687956,84000041,USA,15235.20788517634,
Pennsylvania,US,2020-09-23 04:30:25,40.5908,-77.2098,156477,8002,122833.0,25642.0,42.0,1222.2866306165392,1929562.0,,5.1138505978514415,84000042,USA,15072.361021400659,
Rhode Island,US,2020-09-23 04:30:25,41.6809,-71.5118,24044,1099,2272.0,20673.0,44.0,2269.6701124545834,696808.0,,4.570786890700383,84000044,USA,65776.25568621082,
South Carolina,US,2020-09-23 04:30:25,33.8569,-80.945,140789,3243,68748.0,68798.0,45.0,2734.449806301146,1172484.0,,2.3034470022515965,84000045,USA,22772.366070440115,
South Dakota,US,2020-09-23 04:30:25,44.2998,-99.4388,19189,202,16170.0,2817.0,46.0,2169.084359058123,178346.0,,1.0526864349366825,84000046,USA,20159.858205251967,
Tennessee,US,2020-09-23 04:30:25,35.7478,-86.6923,185148,2261,167778.0,15109.0,47.0,2711.1331472883835,2691404.0,,1.2211852139909694,84000047,USA,39410.388430577405,
Texas,US,2020-09-23 04:30:25,31.0545,-97.5635,741663,15229,613896.0,112538.0,48.0,2557.8219196029945,5667732.0,,2.0533584660418547,84000048,USA,19546.679750823918,
Utah,US,2020-09-23 04:30:25,40.15,-111.8624,65044,443,51945.0,12656.0,49.0,2028.847539487417,768959.0,,0.6810774245126376,84000049,USA,23985.31109889774,
Vermont,US,2020-09-23 04:30:25,44.0459,-72.7107,1721,58,1557.0,106.0,50.0,275.80614401856445,157341.0,,3.3701336432306803,84000050,USA,25215.348347486888,
Virginia,US,2020-09-23 04:30:25,37.7693,-78.17,142010,3060,16979.0,121847.0,51.0,1662.2773612243145,1911580.0,,2.15528177948183,84000051,USA,22395.591879064414,
Washington,US,2020-09-23 04:30:25,47.4009,-121.4905,83193,2070,,81123.0,53.0,1092.5038605269963,1736556.0,,2.4881901121488585,84000053,USA,22804.732778254398,
West Virginia,US,2020-09-23 04:30:25,38.4912,-80.9545,14394,320,10524.0,3550.0,54.0,803.1707220445644,522669.0,,2.223148534111435,84000054,USA,29164.4044824448,
Wisconsin,US,2020-09-23 04:30:25,44.2685,-89.6165,104170,1251,88131.0,14788.0,55.0,1789.1143119870487,1458819.0,,1.2009215705097438,84000055,USA,25055.14016990145,
Wyoming,US,2020-09-23 04:30:25,42.756,-107.3025,5016,49,4230.0,737.0,56.0,866.6819868027969,94840.0,,0.9768740031897928,84000056,USA,16386.786209804082,
Alabama,US,2020-09-24 04:30:25,32.3182,-86.9023,147153,2488,64583.0,80082.0,1.0,3001.171687382793,1070903.0,,1.6907572390641032,84000001,USA,21840.96663699208,
Alaska,US,2020-09-24 04:30:25,61.3707,-152.4044,7004,45,2731.0,4228.0,2.0,957.4257222727243,433198.0,,0.6424900057110223,84000002,USA,59216.862940762374,
Arizona,US,2020-09-24 04:30:25,33.7298,-111.4312,215284,5525,34227.0,175532.0,4.0,2957.71905955404,1409866.0,,2.5663774363166802,84000004,USA,19369.70485320421,
Arkansas,US,2020-09-24 04:30:25,34.9697,-92.3731,77963,1229,69952.0,6782.0,5.0,2583.4348420242004,906947.0,,1.5763887998152968,84000005,USA,30053.210877843623,
California,US,2020-09-24 04:30:25,36.1162,-119.6816,796436,15291,,781145.0,6.0,2015.66993585757,13879423.0,,1.919928280489581,84000006,USA,35126.909969099936,
Colorado,US,2020-09-24 04:30:25,39.0598,-105.3111,66669,2030,6332.0,58287.0,8.0,1157.3546694969173,1232288.0,,3.0458071388918064,84000008,USA,21398.58468941796,
Connecticut,US,2020-09-24 04:30:25,41.5978,-72.7554,56315,4497,9204.0,42614.0,9.0,1579.5362336889013,1489898.0,,7.9854390482109565,84000009,USA,41789.00604635757,
Delaware,US,2020-09-24 04:30:25,39.3185,-75.5071,19830,629,10443.0,8758.0,10.0,2036.4277175989253,276044.0,,3.171961674230963,84000010,USA,28348.141849565185,
Florida,US,2020-09-24 04:30:25,27.7663,-81.6868,690499,13618,,676881.0,12.0,3214.952301539031,5155980.0,,1.9721969184604176,84000012,USA,24006.160425560654,
Georgia,US,2020-09-24 04:30:25,33.0406,-83.6431,310161,6769,,303392.0,13.0,2921.245579082608,2803215.0,,2.182414939337957,84000013,USA,26402.028062741778,
Hawaii,US,2020-09-24 04:30:25,21.0943,-157.4983,11689,122,4992.0,6575.0,15.0,825.5689779867108,284069.0,,1.0437163144837027,84000015,USA,20063.183677620567,
Idaho,US,2020-09-24 04:30:25,44.2405,-114.4788,38743,454,20674.0,17615.0,16.0,2167.968148892178,292159.0,,1.1718245876674496,84000016,USA,16348.537965882604,
Illinois,US,2020-09-24 04:30:25,40.3495,-88.9861,281303,8744,,272559.0,17.0,2219.9098298500267,5233805.0,,3.1083920185707226,84000017,USA,41302.7062172043,
Indiana,US,2020-09-24 04:30:25,39.8494,-86.2583,113337,3530,90069.0,19738.0,18.0,1683.5013834220188,1322819.0,,3.1146051157168446,84000018,USA,19649.078557901936,
Iowa,US,2020-09-24 04:30:25,42.0115,-93.2105,82871,1298,60350.0,21223.0,19.0,2626.5978250878743,731853.0,,1.5662897756754477,84000019,USA,23196.09390599892,
Kansas,US,2020-09-24 04:30:25,38.5266,-96.7265,54846,620,2008.0,52218.0,20.0,1882.5983055722793,492281.0,,1.1304379535426468,84000020,USA,16897.629297768795,
Kentucky,US,2020-09-24 04:30:25,37.6681,-84.6701,63515,1124,11480.0,50911.0,21.0,1421.65731466918,1216779.0,,1.7696607100684878,84000021,USA,27235.18484902543,
Louisiana,US,2020-09-24 04:30:25,31.1695,-91.8678,162645,5407,149640.0,7598.0,22.0,3498.649327115807,2220009.0,,3.3244182114420977,84000022,USA,47754.51439663706,
Maine,US,2020-09-24 04:30:25,44.6939,-69.3819,5170,140,4445.0,585.0,23.0,384.6119510910481,386035.0,,2.7079303675048356,84000023,USA,28718.312290025682,
Maryland,US,2020-09-24 04:30:25,39.0639,-76.8021,121297,3902,7396.0,109999.0,24.0,2006.3417183840365,1552105.0,,3.2168973676183255,84000024,USA,25672.959865556888,
Massachusetts,US,2020-09-24 04:30:25,42.2302,-71.5301,128512,9347,109397.0,9768.0,25.0,1864.5185936081568,3476679.0,,7.273250747011953,84000025,USA,50441.457914490566,
Michigan,US,2020-09-24 04:30:25,43.3266,-84.5361,131259,7013,90216.0,34030.0,26.0,1314.3174073685045,3425107.0,,5.342871726891108,84000026,USA,34296.14542393067,
Minnesota,US,2020-09-24 04:30:25,45.6945,-93.9002,92100,2037,83507.0,6556.0,27.0,1633.08527932319,1873867.0,,2.2117263843648205,84000027,USA,33226.76018577099,
Mississippi,US,2020-09-24 04:30:25,32.7416,-89.6787,94573,2870,85327.0,6376.0,28.0,3177.697084386568,716711.0,,3.0346927770082366,84000028,USA,24081.82520431605,
Missouri,US,2020-09-24 04:30:25,38.4561,-92.2884,118205,1938,,116267.0,29.0,1925.9696407029126,1244563.0,,1.6395245547988664,84000029,USA,20278.25010737397,
Montana,US,2020-09-24 04:30:25,46.9219,-110.4544,10912,165,8510.0,2237.0,30.0,1020.9790994949373,317160.0,,1.5120967741935485,84000030,USA,29675.012023076826,
Nebraska,US,2020-09-24 04:30:25,41.1254,-98.2681,42278,462,31212.0,10604.0,31.0,2185.5782234151225,431102.0,,1.092766923695539,84000031,USA,22285.99137307125,
Nevada,US,2020-09-24 04:30:25,38.3135,-117.0554,76807,1556,2059.0,73192.0,32.0,2493.607466634807,671924.0,,2.025857018240525,84000032,USA,21814.609389914018,
New Hampshire,US,2020-09-24 04:30:25,43.4525,-71.5639,8007,438,7303.0,266.0,33.0,588.8751359663927,413391.0,,5.4702135631322575,84000033,USA,30402.857666077573,
New Jersey,US,2020-09-24 04:30:25,40.2989,-74.521,200988,16082,34729.0,150177.0,34.0,2262.820317962124,3422747.0,,8.001472724739786,84000034,USA,38534.944647660086,
New Mexico,US,2020-09-24 04:30:25,34.8405,-106.2485,27987,857,15586.0,11544.0,35.0,1334.7297276029662,872331.0,,3.062135991710437,84000035,USA,41602.391039040376,
New York,US,2020-09-24 04:30:25,42.1657,-74.9481,451892,33090,76306.0,342496.0,36.0,2322.9268924080275,10135692.0,,7.322546095084666,84000036,USA,52101.987908537674,
North Carolina,US,2020-09-24 04:30:25,35.6301,-79.8064,196500,3316,176422.0,16762.0,37.0,1873.5547884627927,2842427.0,,1.6875318066157758,84000037,USA,27101.48965244749,
North Dakota,US,2020-09-24 04:30:25,47.5289,-99.78399999999999,18981,203,15476.0,3302.0,38.0,2490.742223073713,575479.0,,1.0694905431747537,84000038,USA,75516.03412845674,
Ohio,US,2020-09-24 04:30:25,40.3888,-82.7649,146753,4687,126023.0,16043.0,39.0,1255.468770050731,2931199.0,,3.1938018302862634,84000039,USA,25076.344628756706,
Oklahoma,US,2020-09-24 04:30:25,35.5653,-96.9289,80161,970,66779.0,12412.0,40.0,2025.8172223147449,1114326.0,,1.2100647447012889,84000040,USA,28161.085840659434,
Oregon,US,2020-09-24 04:30:25,44.571999999999996,-122.0709,31503,538,5475.0,25490.0,41.0,746.9171264116278,646125.0,,1.7077738628067167,84000041,USA,15319.233987325431,
Pennsylvania,US,2020-09-24 04:30:25,40.5908,-77.2098,157336,8038,123560.0,25738.0,42.0,1228.9965254617855,1942956.0,,5.108811715055677,84000042,USA,15176.985388754823,
Rhode Island,US,2020-09-24 04:30:25,41.6809,-71.5118,24177,1102,2275.0,20800.0,44.0,2282.2248506410942,706578.0,,4.5580510402448615,84000044,USA,66698.50976201691,
South Carolina,US,2020-09-24 04:30:25,33.8569,-80.945,141686,3262,67491.0,70933.0,45.0,2751.871632411511,1190584.0,,2.302274042601245,84000045,USA,23123.91016475181,
South Dakota,US,2020-09-24 04:30:25,44.2998,-99.4388,19634,202,16324.0,3108.0,46.0,2219.3862267834274,180132.0,,1.028827544056229,84000046,USA,20361.743903583192,
Tennessee,US,2020-09-24 04:30:25,35.7478,-86.6923,186798,2277,169649.0,14872.0,47.0,2735.2941951691378,2713343.0,,1.2189638004689558,84000047,USA,39731.6425090355,
Texas,US,2020-09-24 04:30:25,31.0545,-97.5635,742913,15372,618054.0,109487.0,48.0,2562.1328767351474,5740674.0,,2.0691521079857265,84000048,USA,19798.239618930704,
Utah,US,2020-09-24 04:30:25,40.15,-111.8624,65921,444,52357.0,13120.0,49.0,2056.2028573050547,775858.0,,0.6735334718830115,84000049,USA,24200.50418626819,
Vermont,US,2020-09-24 04:30:25,44.0459,-72.7107,1722,58,1565.0,99.0,50.0,275.9664032539036,157263.0,,3.368176538908246,84000050,USA,25202.848127130444,
Virginia,US,2020-09-24 04:30:25,37.7693,-78.17,142590,3089,17038.0,122334.0,51.0,1669.0139170213315,1922606.0,,2.1669392597168318,84000051,USA,22524.769729878168,
